 origin | dest | distance | vuelos 
 SFO    | JFK  |  2586.00 |    841
 SFO    | KOA  |  2367.00 |     76
 SFO    | LAS  |   414.00 |    632
 SFO    | LAX  |   337.00 |   5446
 SFO    | LGB  |   354.00 |    515
 SFO    | LMT  |   315.00 |     28
 SFO    | MCI  |  1499.00 |    169
 SFO    | MEM  |  1807.00 |    171
 SFO    | MFR  |   329.00 |    515
 SFO    | MIA  |  2585.00 |    168
 SFO    | MRY  |    77.00 |    282
 SFO    | MSP  |  1589.00 |    415
 SFO    | MSY  |  1911.00 |     68
 SFO    | OAK  |    11.00 |    304
 SFO    | OGG  |  2338.00 |    168
 SFO    | ONT  |   363.00 |   1387
 SFO    | ORD  |  1846.00 |   1256
 SFO    | PDX  |   550.00 |   1498
 SFO    | PHX  |   651.00 |    831
 SFO    | PIT  |  2254.00 |    253
 SFO    | PSC  |   620.00 |     75
 SFO    | PSP  |   421.00 |    233
 SFO    | RDD  |   199.00 |    249
 SFO    | RDM  |   462.00 |     81
 SFO    | RNO  |   192.00 |   1426
 SFO    | SAN  |   447.00 |   1780
 SFO    | SBA  |   262.00 |    350
 SFO    | SCK  |    65.00 |     11
 SFO    | SEA  |   679.00 |   1857
 SFO    | SJC  |    30.00 |    212
 SFO    | SLC  |   599.00 |    602
 SFO    | SMF  |    86.00 |    152
 SFO    | SNA  |   372.00 |   1302
 SFO    | STL  |  1736.00 |    343
 SFO    | TUS  |   751.00 |     57
 SFO    | TVL  |   157.00 |     78
 SFO    | YKM  |   625.00 |     76
 SGF    | DEN  |   637.00 |    226
 SGF    | ICT  |   224.00 |    348
 SGF    | STL  |   195.00 |    259
 SHV    | ATL  |   552.00 |     89
 SHV    | BHM  |   418.00 |     89
 SHV    | BTR  |   206.00 |    176
 SHV    | DFW  |   190.00 |    701
 SHV    | IAH  |   192.00 |    161
 SHV    | JAN  |   220.00 |    157
 SHV    | MEM  |   285.00 |    323
 SHV    | MLU  |   105.00 |    259
 SHV    | MOB  |   351.00 |     15
 SIT    | JNU  |    95.00 |    166
 SIT    | KTN  |          |     81
 SIT    | SEA  |   862.00 |     33
 SJC    | BUR  |   296.00 |    675
 SJC    | DEN  |   948.00 |    635
 SJC    | DFW  |  1438.00 |    268
 SJC    | EWR  |  2548.00 |     71
 SJC    | IAH  |  1608.00 |    161
 SJC    | LAS  |   386.00 |    264
 SJC    | LAX  |   308.00 |   3133
 SJC    | LGB  |   324.00 |     72
 SJC    | OAK  |    30.00 |    109
 SJC    | ONT  |   333.00 |    408
 SJC    | ORD  |  1829.00 |    507
 SJC    | PDX  |   569.00 |    662
 SJC    | PHX  |   621.00 |    414
 SJC    | PSP  |   390.00 |     60
 SJC    | RNO  |   188.00 |    295
 SJC    | SAN  |   417.00 |   1051
 SJC    | SEA  |   697.00 |    618
 SJC    | SFO  |    30.00 |    164
 SJC    | SLC  |   585.00 |    350
 SJC    | SNA  |   342.00 |    990
 SJC    | STL  |  1716.00 |    176
 SJC    | TVL  |   149.00 |    135
 SJU    | ATL  |  1547.00 |    417
 SJU    | BDL  |  1666.00 |     91
 SJU    | BOS  |  1674.00 |    167
 SJU    | BWI  |  1565.00 |    188
 SJU    | DFW  |  2165.00 |     88
 SJU    | EWR  |  1608.00 |    363
 SJU    | IAD  |  1571.00 |     16
 SJU    | JFK  |  1597.00 |    932
 SJU    | MIA  |  1045.00 |    710
 SJU    | ORD  |  2072.00 |    145
 SJU    | PHL  |  1576.00 |    191
 SJU    | RDU  |  1432.00 |     28
 SJU    | STT  |    68.00 |    162
 SLC    | ABQ  |   493.00 |    253
 SLC    | ANC  |  2125.00 |    167
 SLC    | ATL  |  1589.00 |    353
 SLC    | BIL  |   387.00 |    264
 SLC    | BOI  |   291.00 |    274
 SLC    | BOS  |  2105.00 |    163
 SLC    | BUR  |   574.00 |    218
 SLC    | BZN  |   347.00 |    262
 SLC    | COS  |   410.00 |    258
 SLC    | CPR  |   320.00 |    175
 SLC    | CVG  |  1449.00 |    197
 SLC    | DEN  |   391.00 |   1371
 SLC    | DFW  |   988.00 |    732
 SLC    | ELP  |   693.00 |      2
 SLC    | FAT  |   501.00 |     99
 SLC    | FCA  |   532.00 |     92
 SLC    | GEG  |   546.00 |    263
 SLC    | GTF  |   463.00 |    250
 SLC    | HLN  |   402.00 |     90
 SLC    | IAD  |  1827.00 |    250
 SLC    | IAH  |  1195.00 |    170
 SLC    | IDA  |   188.00 |    211
 SLC    | JAC  |   205.00 |    138
 SLC    | JFK  |  1989.00 |    246
 SLC    | LAS  |   368.00 |    827
 SLC    | LAX  |   590.00 |    752
 SLC    | MCI  |   919.00 |    278
 SLC    | MCO  |  1929.00 |     90
 SLC    | MSO  |   436.00 |    246
 SLC    | MSP  |   991.00 |    563
 SLC    | OAK  |   588.00 |    353
 SLC    | OKC  |   866.00 |    177
 SLC    | OMA  |   839.00 |    238
 SLC    | ONT  |   558.00 |    264
 SLC    | ORD  |  1249.00 |    857
 SLC    | PDX  |   630.00 |    406
 SLC    | PHX  |   507.00 |    766
 SLC    | PSC  |   521.00 |    104
 SLC    | PSP  |   541.00 |     16
 SLC    | RAP  |   508.00 |    170
 SLC    | RNO  |   422.00 |    410
 SLC    | SAN  |   626.00 |    273
 SLC    | SAT  |  1086.00 |    104
 SLC    | SEA  |   689.00 |    407
 SLC    | SFO  |   599.00 |    616
 SLC    | SJC  |   585.00 |    350
 SLC    | SMF  |   532.00 |    349
 SLC    | SNA  |   588.00 |    233
 SLC    | STL  |  1156.00 |    436
 SLC    | TUL  |   926.00 |    167
 SLC    | TUS  |   601.00 |     88
 SMF    | BUR  |   358.00 |    304
 SMF    | DEN  |   910.00 |    576
 SMF    | DFW  |  1431.00 |    346
 SMF    | LAS  |   397.00 |    345
 SMF    | LAX  |   373.00 |   1810
 SMF    | MSP  |  1518.00 |    162
 SMF    | OAK  |    75.00 |    169
 SMF    | ONT  |   389.00 |    283
 SMF    | ORD  |  1781.00 |    601
 SMF    | PDX  |   479.00 |     90
 SMF    | PHX  |   647.00 |     92
 SMF    | RNO  |   113.00 |    168
 SMF    | SAN  |   480.00 |    296
 SMF    | SEA  |   605.00 |    174
 SMF    | SFO  |    86.00 |    224
 SMF    | SLC  |   532.00 |    344
 SMF    | SNA  |   404.00 |    709
 SNA    | DEN  |   846.00 |    416
 SNA    | DFW  |  1205.00 |    379
 SNA    | LAS  |   226.00 |    484
 SNA    | LAX  |    36.00 |     15
 SNA    | LGB  |    19.00 |     20
 SNA    | MEM  |  1592.00 |     87
 SNA    | MSP  |  1522.00 |    164
 SNA    | OAK  |   371.00 |    744
 SNA    | ONT  |    30.00 |     71
 SNA    | ORD  |  1726.00 |    344
 SNA    | PDX  |   859.00 |     72
 SNA    | PHX  |   338.00 |    655
 SNA    | PSP  |    79.00 |     11
 SNA    | SAN  |    76.00 |     88
 SNA    | SEA  |   978.00 |    205
 SNA    | SFO  |   372.00 |   1401
 SNA    | SJC  |   342.00 |    892
 SNA    | SLC  |   588.00 |    266
 SNA    | SMF  |   404.00 |    681
 SNA    | STL  |  1570.00 |     79
 SPN    | GUM  |   129.00 |    270
 SRQ    | ATL  |   445.00 |    795
 SRQ    | EWR  |  1034.00 |    194
 SRQ    | IAH  |   796.00 |     79
 SRQ    | JFK  |  1041.00 |     87
 SRQ    | MCO  |   104.00 |     88
 SRQ    | MEM  |   686.00 |    169
 SRQ    | ORD  |  1050.00 |    131
 SRQ    | PBI  |   159.00 |    141
 SRQ    | PHL  |   956.00 |     88
 SRQ    | RDU  |   625.00 |    181
 SRQ    | RSW  |    77.00 |    415
 SRQ    | STL  |   903.00 |     98
 SRQ    | TPA  |    40.00 |     86
 STL    | ABQ  |   934.00 |    307
 STL    | ALO  |   284.00 |    173
 STL    | ATL  |   483.00 |   1157
 STL    | AUS  |   722.00 |     87
 STL    | BDL  |   957.00 |    241
 STL    | BNA  |   271.00 |    319
 STL    | BOS  |  1046.00 |    314
 STL    | BUR  |  1584.00 |    144
 STL    | BWI  |   737.00 |    346
 STL    | CID  |   228.00 |    304
 STL    | CLE  |   487.00 |    402
 STL    | CLT  |   575.00 |    516
 STL    | CMH  |   410.00 |    388
 STL    | CMI  |   143.00 |    254
 STL    | COS  |   774.00 |    238
 STL    | CVG  |   307.00 |    562
 STL    | DAY  |   338.00 |    331
 STL    | DCA  |   719.00 |    837
 STL    | DEN  |   770.00 |    853
 STL    | DFW  |   551.00 |   1218
 STL    | DSM  |   260.00 |    480
 STL    | DTW  |   440.00 |    887
 STL    | EWR  |   872.00 |    401
 STL    | FLL  |  1056.00 |    182
 STL    | FSD  |   471.00 |     85
 STL    | HNL  |  4129.00 |     83
 STL    | HOU  |   687.00 |    694
 STL    | IAD  |   696.00 |    227
 STL    | IAH  |   668.00 |    479
 STL    | ICT  |   392.00 |    329
 STL    | IND  |   229.00 |    395
 STL    | JAX  |   753.00 |    159
 STL    | JFK  |   892.00 |    213
 STL    | LAS  |  1372.00 |    257
 STL    | LAX  |  1593.00 |    466
 STL    | LEX  |   316.00 |     87
 STL    | LGA  |   887.00 |    585
 STL    | LGB  |  1582.00 |     82
 STL    | LIT  |   296.00 |    406
 STL    | LNK  |   370.00 |    251
 STL    | MCI  |   237.00 |   1080
 STL    | MCO  |   880.00 |    261
 STL    | MDT  |   733.00 |    109
 STL    | MDW  |   251.00 |    982
 STL    | MEM  |   256.00 |    636
 STL    | MIA  |  1068.00 |    460
 STL    | MKE  |   317.00 |    465
 STL    | MLI  |   187.00 |    485
 STL    | MSN  |   308.00 |    260
 STL    | MSP  |   449.00 |    808
 STL    | MSY  |   604.00 |    332
 STL    | OKC  |   462.00 |    409
 STL    | OMA  |   342.00 |    314
 STL    | ONT  |  1547.00 |    247
 STL    | ORD  |   258.00 |   1791
 STL    | ORF  |   784.00 |     85
 STL    | PBI  |  1023.00 |     82
 STL    | PDX  |  1708.00 |     81
 STL    | PHL  |   813.00 |    329
 STL    | PHX  |  1262.00 |    532
 STL    | PIA  |   137.00 |    336
 STL    | PIT  |   553.00 |    564
 STL    | PSP  |  1493.00 |     15
 STL    | RDU  |   667.00 |    177
 STL    | RSW  |   979.00 |     69
 STL    | SAN  |  1558.00 |    245
 STL    | SAT  |   786.00 |    345
 STL    | SDF  |   254.00 |    405
 STL    | SEA  |  1710.00 |    223
 STL    | SFO  |  1736.00 |    401
 STL    | SGF  |   195.00 |    247
 STL    | SJC  |  1716.00 |    161
 STL    | SLC  |  1156.00 |    426
 STL    | SNA  |  1570.00 |    158
 STL    | SRQ  |   903.00 |     92
 STL    | SUX  |   405.00 |     84
 STL    | SYR  |   803.00 |    159
 STL    | TOL  |   399.00 |    173
 STL    | TPA  |   869.00 |    349
 STL    | TUL  |   351.00 |    666
 STL    | TUS  |  1245.00 |    164
 STT    | MIA  |  1107.00 |     16
 STT    | SJU  |    68.00 |    161
 STT    | STX  |    45.00 |    648
 STX    | ATL  |  1638.00 |     53
 STX    | EWR  |  1679.00 |     34
 STX    | JFK  |  1668.00 |    265
 STX    | MIA  |  1139.00 |    242
 STX    | STT  |    45.00 |     98
 SUX    | COS  |   503.00 |      1
 SUX    | FSD  |    83.00 |     87
 SUX    | LNK  |   109.00 |    510
 SUX    | ORD  |   436.00 |     53
 SUX    | RAP  |   355.00 |     54
 SYR    | ALB  |   119.00 |      1
 SYR    | ATL  |   793.00 |    259
 SYR    | BDL  |   192.00 |    243
 SYR    | BOS  |   264.00 |    566
 SYR    | BTV  |   175.00 |    317
 SYR    | BUF  |   134.00 |    529
 SYR    | BWI  |   273.00 |    352
 SYR    | CLE  |   317.00 |    149
 SYR    | DCA  |   298.00 |    563
 SYR    | DTW  |   374.00 |    312
 SYR    | ELM  |    77.00 |    250
 SYR    | EWR  |   194.00 |    795
 SYR    | ISP  |   222.00 |    155
 SYR    | ITH  |    46.00 |    263
 SYR    | JFK  |   209.00 |    292
 SYR    | LGA  |   198.00 |    659
 SYR    | MCO  |  1053.00 |     91
 SYR    | ORD  |   607.00 |    742
 SYR    | PHL  |   228.00 |    493
 SYR    | PIT  |   279.00 |    368
 SYR    | RDU  |   519.00 |    171
 SYR    | ROC  |    79.00 |    364
 SYR    | STL  |   803.00 |    172
 SYR    | UCA  |    37.00 |     89
 TLH    | ATL  |   223.00 |    650
 TLH    | CLT  |   386.00 |    170
 TLH    | MCO  |   227.00 |    342
 TLH    | MIA  |   403.00 |    329
 TLH    | TPA  |   200.00 |    565
 TOL    | ATL  |   549.00 |    176
 TOL    | DAY  |   119.00 |    164
 TOL    | FWA  |    84.00 |     89
 TOL    | PIT  |   201.00 |    291
 TOL    | STL  |   399.00 |    178
 TPA    | APF  |   134.00 |    254
 TPA    | ATL  |   406.00 |   1626
 TPA    | BDL  |  1111.00 |    102
 TPA    | BNA  |   612.00 |    253
 TPA    | BOS  |  1185.00 |    287
 TPA    | BWI  |   842.00 |    303
 TPA    | CLE  |   927.00 |    166
 TPA    | CLT  |   508.00 |    511
 TPA    | CVG  |   773.00 |    268
 TPA    | DAY  |   828.00 |    186
 TPA    | DCA  |   814.00 |    189
 TPA    | DEN  |  1506.00 |    259
 TPA    | DFW  |   929.00 |    711
 TPA    | DTW  |   983.00 |    350
 TPA    | EWR  |   998.00 |    477
 TPA    | FLL  |   197.00 |    889
 TPA    | GSO  |   580.00 |     84
 TPA    | IAD  |   810.00 |    495
 TPA    | IAH  |   787.00 |    342
 TPA    | IND  |   838.00 |     89
 TPA    | JAX  |   180.00 |    304
 TPA    | JFK  |  1005.00 |    533
 TPA    | LAX  |  2158.00 |     72
 TPA    | LGA  |  1011.00 |    397
 TPA    | MCO  |    80.00 |    606
 TPA    | MEM  |   656.00 |    348
 TPA    | MIA  |   204.00 |   1455
 TPA    | MSP  |  1307.00 |    172
 TPA    | MSY  |   487.00 |    101
 TPA    | ORD  |  1012.00 |    332
 TPA    | PBI  |   174.00 |     42
 TPA    | PHL  |   920.00 |    572
 TPA    | PIT  |   873.00 |    389
 TPA    | PNS  |   330.00 |    167
 TPA    | RDU  |   587.00 |    268
 TPA    | RSW  |   110.00 |    414
 TPA    | SRQ  |    40.00 |      1
 TPA    | STL  |   869.00 |    331
 TPA    | TLH  |   200.00 |    531
 TRI    | CLT  |   120.00 |    505
 TRI    | PIT  |   301.00 |    167
 TRI    | TYS  |   100.00 |     86
 TUL    | ABQ  |   608.00 |     88
 TUL    | ATL  |   674.00 |    265
 TUL    | DAL  |   237.00 |    462
 TUL    | DEN  |   541.00 |    571
 TUL    | DFW  |   237.00 |   1349
 TUL    | HOU  |   453.00 |    305
 TUL    | IAH  |   429.00 |    243
 TUL    | LIT  |   230.00 |    247
 TUL    | MCI  |   223.00 |    570
 TUL    | MEM  |   342.00 |    324
 TUL    | OKC  |   111.00 |    552
 TUL    | ORD  |   585.00 |    421
 TUL    | PHX  |   935.00 |    221
 TUL    | SLC  |   926.00 |    100
 TUL    | STL  |   351.00 |    566
 TUS    | ABQ  |   321.00 |    173
 TUS    | ATL  |  1541.00 |     79
 TUS    | DEN  |   639.00 |    506
 TUS    | DFW  |   813.00 |    347
 TUS    | ELP  |   269.00 |    176
 TUS    | LAS  |   365.00 |     79
 TUS    | LAX  |   451.00 |    637
 TUS    | MEM  |  1224.00 |     86
 TUS    | MSP  |  1298.00 |     84
 TUS    | ORD  |  1437.00 |    344
 TUS    | PHX  |   110.00 |   1732
 TUS    | PSP  |   344.00 |     91
 TUS    | SAN  |   367.00 |    167
 TUS    | SFO  |   751.00 |     56
 TUS    | SLC  |   601.00 |     89
 TUS    | STL  |  1245.00 |    176
 TVL    | SFO  |   157.00 |     76
 TVL    | SJC  |   149.00 |    131
 TYS    | ATL  |   152.00 |    717
 TYS    | BNA  |   152.00 |    388
 TYS    | CLT  |   177.00 |    322
 TYS    | CVG  |   226.00 |     90
 TYS    | MEM  |   342.00 |    338
 TYS    | ORD  |   475.00 |     60
 TYS    | PIT  |   382.00 |    359
 TYS    | TRI  |   100.00 |     92
 UCA    | EWR  |   180.00 |     72
 UCA    | SYR  |    37.00 |    174
 VPS    | MEM  |   369.00 |    336
 WRG    | KTN  |          |     77
 WRG    | PSG  |    31.00 |     82
 YAK    | CDV  |   213.00 |     70
 YAK    | JNU  |   199.00 |     78
 YAP    | GUM  |   531.00 |     26
 YAP    | ROR  |   283.00 |     24
 YKM    | PSC  |    71.00 |    165
 YUM    | LAS  |   238.00 |     76
 YUM    | PHX  |   160.00 |    420
(3461 rows)

